,MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT
32711,2019-07-31,SNFServices,Certified Nurse Practitioner,Payer S,261
32712,2019-07-31,SNFServices,CRITICAL CARE,Payer W,143
32713,2019-07-31,SNFServices,DIAGNOSTIC IMAGING,Payer W,13
32714,2019-07-31,SNFServices,DIAGNOSTIC RADIOLOGY,Payer CA,1242
32715,2019-07-31,SNFServices,Doctor of Psychology,Payer UN,0
32716,2019-07-31,SNFServices,EMERGENCY MEDICINE,Payer O,147
32717,2019-07-31,SNFServices,EMERGENCY ROOM,Payer CA,335
32718,2019-07-31,SNFServices,Family Medicine,Payer S,0
32719,2019-07-31,SNFServices,Family Practice,Payer B,281
32720,2019-07-31,SNFServices,FAMILY PRACTICE,Payer CA,538
32721,2019-07-31,SNFServices,FAMILY PRACTICE,Payer CO,159
32722,2019-07-31,SNFServices,FAMILY PRACTICE,Payer F,2160
32723,2019-07-31,SNFServices,FAMILY PRACTICE,Payer O,2368
32724,2019-07-31,SNFServices,Family Practice,Payer UN,128
32725,2019-07-31,SNFServices,FAMILY PRACTICE,Payer W,760
32726,2019-07-31,SNFServices,GENERAL PRACTICE,Payer CA,1975
32727,2019-07-31,SNFServices,GENERAL PRACTICE,Payer F,359
32728,2019-07-31,SNFServices,GENERAL PRACTICE,Payer O,590
32729,2019-07-31,SNFServices,General Practice,Payer S,505
32730,2019-07-31,SNFServices,General Practice,Payer UN,53
32731,2019-07-31,SNFServices,GENERAL PRACTICE,Payer W,344
32732,2019-07-31,SNFServices,GENERAL SURGERY,Payer CA,2313
32733,2019-07-31,SNFServices,GENERAL SURGERY,Payer CO,493
32734,2019-07-31,SNFServices,GENERAL SURGERY,Payer F,600
32735,2019-07-31,SNFServices,GENERAL SURGERY,Payer O,74
32736,2019-07-31,SNFServices,Geriatric Medicine,Payer S,2067
32737,2019-07-31,SNFServices,GERIATRICS,Payer CA,1349
32738,2019-07-31,SNFServices,GERIATRICS,Payer O,458
32739,2019-07-31,SNFServices,GERIATRICS,Payer W,356
32740,2019-07-31,SNFServices,HOME HEALTH AGENCY,Payer CO,1065
32741,2019-07-31,SNFServices,HOME INFUSION,Payer CA,482
32742,2019-07-31,SNFServices,HOSPICE AND PALLIATIVE CARE,Payer F,276
32743,2019-07-31,SNFServices,HOSPITAL,Payer CA,748
32744,2019-07-31,SNFServices,HOSPITALIST,Payer CO,2360
32745,2019-07-31,SNFServices,HOSPITALIST,Payer F,371
32746,2019-07-31,SNFServices,INFECTIOUS DISEASE,Payer F,819
32747,2019-07-31,SNFServices,INFECTIOUS DISEASE,Payer O,68
32748,2019-07-31,SNFServices,INFECTIOUS DISEASES,Payer CA,1599
32749,2019-07-31,SNFServices,INFECTIOUS DISEASES,Payer W,87
32750,2019-07-31,SNFServices,INTERNAL MEDICINE,Payer CA,857
32751,2019-07-31,SNFServices,INTERNAL MEDICINE,Payer CO,293
32752,2019-07-31,SNFServices,INTERNAL MEDICINE,Payer F,4958
32753,2019-07-31,SNFServices,INTERNAL MEDICINE,Payer O,395
32754,2019-07-31,SNFServices,Internal Medicine,Payer UN,1476
32755,2019-07-31,SNFServices,INTERNAL MEDICINE,Payer W,435
32756,2019-07-31,SNFServices,INTERNAL MEDICINE/GERIATRICS,Payer O,303
32757,2019-07-31,SNFServices,INTERVENTIONAL CARDIOLOGY,Payer F,91
32758,2019-07-31,SNFServices,LABORATORY,Payer CA,0
32759,2019-07-31,SNFServices,LABORATORY,Payer CO,33
32760,2019-07-31,SNFServices,Laboratory,Payer UN,45
32761,2019-07-31,SNFServices,MEDICAL DOCTOR,Payer H,1061
32762,2019-07-31,SNFServices,MOBIL,Payer W,7
32763,2019-07-31,SNFServices,MOBILE DIAGNOSTIC,Payer CA,32
32764,2019-07-31,SNFServices,NEPHROLOGY,Payer F,2285
32765,2019-07-31,SNFServices,NEUROLOGY,Payer CA,259
32766,2019-07-31,SNFServices,NURSE PRACTITIONER,Payer CA,576
32767,2019-07-31,SNFServices,NURSE PRACTITIONER,Payer CO,133
32768,2019-07-31,SNFServices,Nurse Practitioner (Arnp),Payer UN,114
32769,2019-07-31,SNFServices,NURSE PRACTITIONERS,Payer H,994
32770,2019-07-31,SNFServices,Nursing Home,Payer S,646
32771,2019-07-31,SNFServices,OSTEOPATH,Payer H,18
32772,2019-07-31,SNFServices,PHYS MEDICINE REHAB,Payer F,2314
32773,2019-07-31,SNFServices,PHYS MEDICINE REHAB,Payer O,694
32774,2019-07-31,SNFServices,PHYSICAL MEDICINE & REHAB,Payer CA,1532
32775,2019-07-31,SNFServices,PHYSICAL MEDICINE & REHAB,Payer CO,149
32776,2019-07-31,SNFServices,PHYSICAL MEDICINE & REHABILITATION,Payer W,0
32777,2019-07-31,SNFServices,PHYSICIAN'S ASSISTANT,Payer CA,491
32778,2019-07-31,SNFServices,PODIATRY,Payer CA,581
32779,2019-07-31,SNFServices,PODIATRY,Payer CO,84
32780,2019-07-31,SNFServices,PODIATRY,Payer F,864
32781,2019-07-31,SNFServices,PODIATRY,Payer O,232
32782,2019-07-31,SNFServices,PODIATRY,Payer W,54
32783,2019-07-31,SNFServices,PSYCHIATRY,Payer CA,0
32784,2019-07-31,SNFServices,PSYCHIATRY,Payer W,316
32785,2019-07-31,SNFServices,PULMONARY DISEASE,Payer F,69
32786,2019-07-31,SNFServices,PULMONARY DISEASES,Payer CA,153
32787,2019-07-31,SNFServices,PULMONARY DISEASES,Payer W,515
32788,2019-07-31,SNFServices,RADIOLOGY,Payer CA,39
32789,2019-07-31,SNFServices,RADIOLOGY,Payer F,133
32790,2019-07-31,SNFServices,RADIOLOGY,Payer O,13
32791,2019-07-31,SNFServices,Radiology Facility,Payer S,0
32792,2019-07-31,SNFServices,SKILLED NURSING FAC,Payer H,23370
32793,2019-07-31,SNFServices,SKILLED NURSING FACILITY,Payer B,1038
32794,2019-07-31,SNFServices,SKILLED NURSING FACILITY,Payer CA,42466
32795,2019-07-31,SNFServices,SKILLED NURSING FACILITY,Payer CO,10113
32796,2019-07-31,SNFServices,Skilled Nursing Facility,Payer S,1113
32797,2019-07-31,SNFServices,Skilled Nursing Facility,Payer UN,1930
32798,2019-07-31,SNFServices,SKILLED NURSING FACILITY,Payer W,7310
32799,2019-07-31,SNFServices,SNF,Payer F,117407
32800,2019-07-31,SNFServices,SNF,Payer O,16518
32801,2019-07-31,SNFServices,UROLOGY,Payer F,392
32802,2019-07-31,SpecialistFFS,Advanced Registered Nurse Prac,Payer UN,32
32803,2019-07-31,SpecialistFFS,Allergy/Immunology,Payer UN,282
32804,2019-07-31,SpecialistFFS,Anesthesiology,Payer UN,1953
32805,2019-07-31,SpecialistFFS,Audiology,Payer UN,52
32806,2019-07-31,SpecialistFFS,Cardiology,Payer UN,5405
32807,2019-07-31,SpecialistFFS,Chiropractic Medicine,Payer UN,939
32808,2019-07-31,SpecialistFFS,Clinical Laboratory,Payer UL,0
32809,2019-07-31,SpecialistFFS,Colon/Rectal Surgery,Payer UN,35
32810,2019-07-31,SpecialistFFS,Critical/Intensive Care Med,Payer UN,200
32811,2019-07-31,SpecialistFFS,Dermatology,Payer UN,2614
32812,2019-07-31,SpecialistFFS,Dermatopathology,Payer UN,848
32813,2019-07-31,SpecialistFFS,Diagnostics,Payer UN,249
32814,2019-07-31,SpecialistFFS,Emergency Medicine,Payer UN,1009
32815,2019-07-31,SpecialistFFS,Endocrinology,Payer UN,361
32816,2019-07-31,SpecialistFFS,Ent/Otolaryngology,Payer UN,1735
32817,2019-07-31,SpecialistFFS,Family Practice,Payer UN,2148
32818,2019-07-31,SpecialistFFS,Gastroenterology,Payer UN,1881
32819,2019-07-31,SpecialistFFS,General Clinic,Payer UN,143
32820,2019-07-31,SpecialistFFS,General Practice,Payer UN,88
32821,2019-07-31,SpecialistFFS,General Surgery,Payer UN,1007
32822,2019-07-31,SpecialistFFS,Geriatric Medicine,Payer UN,710
32823,2019-07-31,SpecialistFFS,Gynecology,Payer UN,640
32824,2019-07-31,SpecialistFFS,Hospitalist,Payer UL,0
32825,2019-07-31,SpecialistFFS,Hospitalist,Payer UN,90
32826,2019-07-31,SpecialistFFS,Infectious Disease,Payer UN,147
32827,2019-07-31,SpecialistFFS,Internal Medicine,Payer UN,5662
32828,2019-07-31,SpecialistFFS,Laboratory,Payer UN,140
32829,2019-07-31,SpecialistFFS,Nephrology,Payer UN,457
32830,2019-07-31,SpecialistFFS,Neurology,Payer UN,1739
32831,2019-07-31,SpecialistFFS,Neurosurgery,Payer UN,618
32832,2019-07-31,SpecialistFFS,Nurse Practitioner (Arnp),Payer UN,2677
32833,2019-07-31,SpecialistFFS,Obstetrics And Gynecology,Payer UN,788
32834,2019-07-31,SpecialistFFS,Occupational Therapy,Payer UN,552
32835,2019-07-31,SpecialistFFS,Oncology & Hematology,Payer UN,11808
32836,2019-07-31,SpecialistFFS,Opthalmology,Payer UN,5836
32837,2019-07-31,SpecialistFFS,Optometry,Payer UN,786
32838,2019-07-31,SpecialistFFS,Orthopedic Surgery,Payer UN,909
32839,2019-07-31,SpecialistFFS,Other,Payer UN,440
32840,2019-07-31,SpecialistFFS,Pain Management,Payer UN,799
32841,2019-07-31,SpecialistFFS,Pathology,Payer UN,1436
32842,2019-07-31,SpecialistFFS,Pediatrics,Payer UN,606
32843,2019-07-31,SpecialistFFS,Physical Therapist in Private Practice,Payer UL,101
32844,2019-07-31,SpecialistFFS,Physical Therapy,Payer UN,394
32845,2019-07-31,SpecialistFFS,Physician Assistant,Payer UL,24
32846,2019-07-31,SpecialistFFS,Physician Assistant,Payer UN,1415
32847,2019-07-31,SpecialistFFS,Physician/Allergy/ Immunology,Payer UL,697
32848,2019-07-31,SpecialistFFS,Physician/Cardiovascular Disease (Cardiology),Payer UL,597
32849,2019-07-31,SpecialistFFS,Physician/Dermatology,Payer UL,307
32850,2019-07-31,SpecialistFFS,Physician/Diagnostic Radiology,Payer UL,1160
32851,2019-07-31,SpecialistFFS,Physician/Family Practice,Payer UL,0
32852,2019-07-31,SpecialistFFS,Physician/Gastroenterology,Payer UL,318
32853,2019-07-31,SpecialistFFS,Physician/Hematology-Oncology,Payer UL,3667
32854,2019-07-31,SpecialistFFS,Physician/Internal Medicine,Payer UL,0
32855,2019-07-31,SpecialistFFS,Physician/Medical Oncology,Payer UL,26
32856,2019-07-31,SpecialistFFS,Physician/Neurology,Payer UL,245
32857,2019-07-31,SpecialistFFS,Physician/Neurosurgery,Payer UL,94
32858,2019-07-31,SpecialistFFS,Physician/Obstetrics & Gynecology,Payer UL,197
32859,2019-07-31,SpecialistFFS,Physician/Orthopedic Surgery,Payer UL,375
32860,2019-07-31,SpecialistFFS,Physician/Pathology,Payer UL,18
32861,2019-07-31,SpecialistFFS,Physician/Rheumatology,Payer UL,227
32862,2019-07-31,SpecialistFFS,Physician/Urology,Payer UL,0
32863,2019-07-31,SpecialistFFS,Physician/Vascular Surgery,Payer UL,82
32864,2019-07-31,SpecialistFFS,Podiatry,Payer UN,1769
32865,2019-07-31,SpecialistFFS,Psych,Payer UL,207
32866,2019-07-31,SpecialistFFS,Pulmonology,Payer UN,1605
32867,2019-07-31,SpecialistFFS,Radiology,Payer UN,1314
32868,2019-07-31,SpecialistFFS,Radiology (Diagnostic),Payer UN,540
32869,2019-07-31,SpecialistFFS,Radiology Oncology,Payer UN,1645
32870,2019-07-31,SpecialistFFS,Rehabilitation Center,Payer UN,28
32871,2019-07-31,SpecialistFFS,Rheumatology,Payer UN,824
32872,2019-07-31,SpecialistFFS,Social Worker,Payer UN,128
32873,2019-07-31,SpecialistFFS,Speech Therapy,Payer UN,96
32874,2019-07-31,SpecialistFFS,Surgery (Plastic),Payer UN,808
32875,2019-07-31,SpecialistFFS,Surgery (Thoracic),Payer UN,7
32876,2019-07-31,SpecialistFFS,Urgent Care Facility,Payer UN,300
32877,2019-07-31,SpecialistFFS,Urology,Payer UN,1243
32878,2019-07-31,SpecialistsFFS,,Payer S,806
32879,2019-07-31,SpecialistsFFS,ADDMED,Payer W,0
32880,2019-07-31,SpecialistsFFS,ADVANCED REGISTERED NURSE PRACTITIONER,Payer B,65
32881,2019-07-31,SpecialistsFFS,ADVANCED RN PRACT,Payer CA,1925
32882,2019-07-31,SpecialistsFFS,Allergy,Payer B,40
32883,2019-07-31,SpecialistsFFS,Allergy,Payer S,214
32884,2019-07-31,SpecialistsFFS,ALLERGY & IMMUNOLOGY,Payer F,548
32885,2019-07-31,SpecialistsFFS,ALLERGY & IMMUNOLOGY,Payer O,753
32886,2019-07-31,SpecialistsFFS,ALLERGY / IMMUNOLOGY,Payer CA,349
32887,2019-07-31,SpecialistsFFS,ALLERGY / IMMUNOLOGY,Payer CO,348
32888,2019-07-31,SpecialistsFFS,ALLERGY / IMMUNOLOGY,Payer W,1381
32889,2019-07-31,SpecialistsFFS,ANATOM,Payer W,371
32890,2019-07-31,SpecialistsFFS,ANATOMIC AND CLINICAL PATHOLOGY,Payer F,283
32891,2019-07-31,SpecialistsFFS,ANATOMIC AND CLINICAL PATHOLOGY,Payer O,694
32892,2019-07-31,SpecialistsFFS,ANATOMIC PATHOLOGY,Payer O,488
32893,2019-07-31,SpecialistsFFS,ANESTHESIOLOGIST,Payer H,2943
32894,2019-07-31,SpecialistsFFS,ANESTHESIOLOGY,Payer CA,1248
32895,2019-07-31,SpecialistsFFS,ANESTHESIOLOGY,Payer CO,145
32896,2019-07-31,SpecialistsFFS,ANESTHESIOLOGY,Payer F,906
32897,2019-07-31,SpecialistsFFS,ANESTHESIOLOGY,Payer O,594
32898,2019-07-31,SpecialistsFFS,Anesthesiology,Payer S,550
32899,2019-07-31,SpecialistsFFS,ANESTHESIOLOGY,Payer W,416
32900,2019-07-31,SpecialistsFFS,APRN,Payer W,153
32901,2019-07-31,SpecialistsFFS,ARNP,Payer CA,483
32902,2019-07-31,SpecialistsFFS,AUDIO,Payer W,83
32903,2019-07-31,SpecialistsFFS,AUDIOLOGIST,Payer H,544
32904,2019-07-31,SpecialistsFFS,AUDIOLOGY,Payer F,139
32905,2019-07-31,SpecialistsFFS,AUDIOLOGY,Payer W,70
32906,2019-07-31,SpecialistsFFS,AUDIOMETRY,Payer CA,0
32907,2019-07-31,SpecialistsFFS,BEHAVIORAL HEALTH COUNSELING,Payer W,327
32908,2019-07-31,SpecialistsFFS,CARD ELECTROPHYSIOLO,Payer CA,1839
32909,2019-07-31,SpecialistsFFS,CARDE,Payer CO,638
32910,2019-07-31,SpecialistsFFS,CARDIAC ELECTROPHYSIOLOGY,Payer F,1452
32911,2019-07-31,SpecialistsFFS,CARDIAC ELECTROPHYSIOLOGY,Payer O,1438
32912,2019-07-31,SpecialistsFFS,CARDIAC ELECTROPHYSIOLOGY,Payer W,860
32913,2019-07-31,SpecialistsFFS,CARDIAC MONITORING,Payer CA,574
32914,2019-07-31,SpecialistsFFS,CARDIOLOGY,Payer CA,7128
32915,2019-07-31,SpecialistsFFS,CARDIOLOGY,Payer CO,653
32916,2019-07-31,SpecialistsFFS,CARDIOLOGY,Payer F,54464
32917,2019-07-31,SpecialistsFFS,CARDIOLOGY,Payer O,6842
32918,2019-07-31,SpecialistsFFS,Cardiology,Payer S,639
32919,2019-07-31,SpecialistsFFS,CARDIOLOGY,Payer W,2478
32920,2019-07-31,SpecialistsFFS,Cardiology/Cardiovascular Disease,Payer B,343
32921,2019-07-31,SpecialistsFFS,CARDIOTHORACIC SURGE,Payer CA,158
32922,2019-07-31,SpecialistsFFS,CARDIOTHORACIC SURGERY,Payer F,2099
32923,2019-07-31,SpecialistsFFS,CARDIOTHORACIC SURGERY,Payer O,1048
32924,2019-07-31,SpecialistsFFS,Cardiovascular Disease,Payer S,725
32925,2019-07-31,SpecialistsFFS,CARDIOVASCULAR SURGERY,Payer CA,6675
32926,2019-07-31,SpecialistsFFS,CARDIOVASCULAR SURGERY,Payer CO,2906
32927,2019-07-31,SpecialistsFFS,CARE MANAGER,Payer CA,0
32928,2019-07-31,SpecialistsFFS,CARV,Payer CO,335
32929,2019-07-31,SpecialistsFFS,CERT CLINIC NURSE,Payer CA,0
32930,2019-07-31,SpecialistsFFS,CHADP,Payer W,128
32931,2019-07-31,SpecialistsFFS,CHIROPRACTIC,Payer CA,420
32932,2019-07-31,SpecialistsFFS,CHIROPRACTOR,Payer H,1857
32933,2019-07-31,SpecialistsFFS,Clinical Cardiac Electrophys,Payer S,113
32934,2019-07-31,SpecialistsFFS,COLON / RECTAL SURGERY,Payer CA,373
32935,2019-07-31,SpecialistsFFS,COLON / RECTAL SURGERY,Payer W,1701
32936,2019-07-31,SpecialistsFFS,COLORECTAL SURGERY,Payer F,800
32937,2019-07-31,SpecialistsFFS,COLORECTAL SURGERY,Payer O,953
32938,2019-07-31,SpecialistsFFS,COMMUNITY MENTAL HEALTH CENTER,Payer W,835
32939,2019-07-31,SpecialistsFFS,CONV CARE CLINIC,Payer W,313
32940,2019-07-31,SpecialistsFFS,CRITICAL CARE,Payer F,573
32941,2019-07-31,SpecialistsFFS,CRITICAL CARE,Payer O,184
32942,2019-07-31,SpecialistsFFS,CRITICAL CARE,Payer W,294
32943,2019-07-31,SpecialistsFFS,DENTAL GENERAL,Payer F,325
32944,2019-07-31,SpecialistsFFS,DENTAL ORAL SURGERY,Payer F,130
32945,2019-07-31,SpecialistsFFS,Dermatology,Payer B,2319
32946,2019-07-31,SpecialistsFFS,DERMATOLOGY,Payer CA,2241
32947,2019-07-31,SpecialistsFFS,DERMATOLOGY,Payer CO,766
32948,2019-07-31,SpecialistsFFS,DERMATOLOGY,Payer F,26015
32949,2019-07-31,SpecialistsFFS,DERMATOLOGY,Payer O,8058
32950,2019-07-31,SpecialistsFFS,Dermatology,Payer S,557
32951,2019-07-31,SpecialistsFFS,DERMATOLOGY,Payer W,1625
32952,2019-07-31,SpecialistsFFS,DERMATOPATHOLOGY,Payer F,908
32953,2019-07-31,SpecialistsFFS,DERMATOPATHOLOGY,Payer O,1162
32954,2019-07-31,SpecialistsFFS,DIAG X-RAY CLINIC,Payer H,19851
32955,2019-07-31,SpecialistsFFS,DIAGNOSTIC IMAGING,Payer W,2753
32956,2019-07-31,SpecialistsFFS,DIAGNOSTIC RADIOLOGY,Payer CA,23326
32957,2019-07-31,SpecialistsFFS,DIAGNOSTIC RADIOLOGY,Payer CO,3076
32958,2019-07-31,SpecialistsFFS,DIAGNOSTIC RADIOLOGY,Payer F,58
32959,2019-07-31,SpecialistsFFS,Diagnostic Radiology,Payer S,961
32960,2019-07-31,SpecialistsFFS,Diagnostic Treatment Center,Payer S,147
32961,2019-07-31,SpecialistsFFS,"DIETITIAN, REGISTERED",Payer O,228
32962,2019-07-31,SpecialistsFFS,DURABLE MED EQT&MED SUPPL/CARDIOLOGIST,Payer CA,236
32963,2019-07-31,SpecialistsFFS,DURABLE MED EQUIPMENT,Payer CO,3221
32964,2019-07-31,SpecialistsFFS,DURABLE MEDICAL EQUIPMENT,Payer CA,253
32965,2019-07-31,SpecialistsFFS,ElectroPhysiologic Study,Payer CA,892
32966,2019-07-31,SpecialistsFFS,EMERGENCY MEDICINE,Payer CO,156
32967,2019-07-31,SpecialistsFFS,EMERGENCY ROOM,Payer CA,286
32968,2019-07-31,SpecialistsFFS,ENDOCRINOLOGY,Payer CA,1823
32969,2019-07-31,SpecialistsFFS,ENDOCRINOLOGY,Payer CO,1824
32970,2019-07-31,SpecialistsFFS,ENDOCRINOLOGY,Payer F,1357
32971,2019-07-31,SpecialistsFFS,ENDOCRINOLOGY,Payer O,497
32972,2019-07-31,SpecialistsFFS,ENDOCRINOLOGY,Payer W,2368
32973,2019-07-31,SpecialistsFFS,"Endocrinology, Diab/Metabolism",Payer S,701
32974,2019-07-31,SpecialistsFFS,"Endocrinology, Internal Medicine",Payer B,490
32975,2019-07-31,SpecialistsFFS,ENT,Payer CA,1364
32976,2019-07-31,SpecialistsFFS,ENT,Payer F,8671
32977,2019-07-31,SpecialistsFFS,ENT,Payer O,1330
32978,2019-07-31,SpecialistsFFS,ENT,Payer W,878
32979,2019-07-31,SpecialistsFFS,FACIAL PLASTIC SURGERY,Payer F,332
32980,2019-07-31,SpecialistsFFS,Family Medicine,Payer S,580
32981,2019-07-31,SpecialistsFFS,FAMILY NURSE PRACTIONER,Payer CA,0
32982,2019-07-31,SpecialistsFFS,FAMILY PRACTICE,Payer B,349
32983,2019-07-31,SpecialistsFFS,FAMILY PRACTICE,Payer CA,87
32984,2019-07-31,SpecialistsFFS,FAMILY PRACTICE,Payer CO,724
32985,2019-07-31,SpecialistsFFS,FAMILY PRACTICE,Payer F,1262
32986,2019-07-31,SpecialistsFFS,FAMILY PRACTICE,Payer O,1296
32987,2019-07-31,SpecialistsFFS,FAMILY PRACTICE,Payer W,335
32988,2019-07-31,SpecialistsFFS,Family Practice Nurse Prac,Payer S,499
32989,2019-07-31,SpecialistsFFS,FEMPEL,Payer W,0
32990,2019-07-31,SpecialistsFFS,Gastroenterology,Payer B,752
32991,2019-07-31,SpecialistsFFS,GASTROENTEROLOGY,Payer CA,2186
32992,2019-07-31,SpecialistsFFS,GASTROENTEROLOGY,Payer CO,1561
32993,2019-07-31,SpecialistsFFS,GASTROENTEROLOGY,Payer F,7903
32994,2019-07-31,SpecialistsFFS,GASTROENTEROLOGY,Payer O,2713
32995,2019-07-31,SpecialistsFFS,Gastroenterology,Payer S,1270
32996,2019-07-31,SpecialistsFFS,GASTROENTEROLOGY,Payer W,851
32997,2019-07-31,SpecialistsFFS,GENERAL PRACTICE,Payer B,313
32998,2019-07-31,SpecialistsFFS,GENERAL PRACTICE,Payer F,377
32999,2019-07-31,SpecialistsFFS,GENERAL PRACTICE,Payer O,390
33000,2019-07-31,SpecialistsFFS,General Practice,Payer S,260
33001,2019-07-31,SpecialistsFFS,GENERAL PRACTICE,Payer W,1643
33002,2019-07-31,SpecialistsFFS,General Surgery,Payer B,457
33003,2019-07-31,SpecialistsFFS,GENERAL SURGERY,Payer CA,4936
33004,2019-07-31,SpecialistsFFS,GENERAL SURGERY,Payer CO,723
33005,2019-07-31,SpecialistsFFS,GENERAL SURGERY,Payer F,3800
33006,2019-07-31,SpecialistsFFS,GENERAL SURGERY,Payer O,698
33007,2019-07-31,SpecialistsFFS,GENERAL SURGERY,Payer W,2041
33008,2019-07-31,SpecialistsFFS,GERIATRICS,Payer W,34
33009,2019-07-31,SpecialistsFFS,GYNE,Payer CO,134
33010,2019-07-31,SpecialistsFFS,GYNECOLOGIC ONCOLOGY,Payer F,360
33011,2019-07-31,SpecialistsFFS,GYNECOLOGIC ONCOLOGY,Payer W,554
33012,2019-07-31,SpecialistsFFS,GYNECOLOGY,Payer CA,1267
33013,2019-07-31,SpecialistsFFS,GYNECOLOGY,Payer F,5454
33014,2019-07-31,SpecialistsFFS,GYNECOLOGY,Payer O,1156
33015,2019-07-31,SpecialistsFFS,GYNECOLOGY -IN,Payer W,353
33016,2019-07-31,SpecialistsFFS,Gynecology Nurse Practitioner,Payer S,68
33017,2019-07-31,SpecialistsFFS,HAND SURGERY,Payer CA,537
33018,2019-07-31,SpecialistsFFS,HAND SURGERY,Payer F,1177
33019,2019-07-31,SpecialistsFFS,HAND SURGERY,Payer O,270
33020,2019-07-31,SpecialistsFFS,HEARING SERVICES,Payer CA,0
33021,2019-07-31,SpecialistsFFS,HEMATOLOGY,Payer CO,1129
33022,2019-07-31,SpecialistsFFS,HEMATOLOGY,Payer F,833
33023,2019-07-31,SpecialistsFFS,HEMATOLOGY,Payer O,492
33024,2019-07-31,SpecialistsFFS,Hematology,Payer S,200
33025,2019-07-31,SpecialistsFFS,HEMATOLOGY,Payer W,2340
33026,2019-07-31,SpecialistsFFS,Hematology / Oncology,Payer S,728
33027,2019-07-31,SpecialistsFFS,Hematology/Oncology,Payer B,442
33028,2019-07-31,SpecialistsFFS,HEMATOLOGY/ONCOLOGY,Payer CA,15801
33029,2019-07-31,SpecialistsFFS,HEMATOLOGY/ONCOLOGY,Payer CO,1546
33030,2019-07-31,SpecialistsFFS,HEMATOLOGY/ONCOLOGY,Payer F,205021
33031,2019-07-31,SpecialistsFFS,HEMATOLOGY/ONCOLOGY,Payer O,26913
33032,2019-07-31,SpecialistsFFS,HEMATOLOGY/ONCOLOGY,Payer W,4593
33033,2019-07-31,SpecialistsFFS,HOSPITAL,Payer CA,0
33034,2019-07-31,SpecialistsFFS,HOSPITALIST,Payer CO,362
33035,2019-07-31,SpecialistsFFS,HOSPITALIST,Payer F,462
33036,2019-07-31,SpecialistsFFS,Hospitalist,Payer S,194
33037,2019-07-31,SpecialistsFFS,Imaging Facility,Payer S,63
33038,2019-07-31,SpecialistsFFS,INDEPENDENT DIAGNOSTIC TESTING FACILITY,Payer F,1294
33039,2019-07-31,SpecialistsFFS,INDEPENDENT DIAGNOSTIC TESTING FACILITY,Payer O,1007
33040,2019-07-31,SpecialistsFFS,INDEPENDENT LAB,Payer F,2611
33041,2019-07-31,SpecialistsFFS,INDEPENDENT LAB,Payer H,180
33042,2019-07-31,SpecialistsFFS,INDEPENDENT LAB,Payer O,510
33043,2019-07-31,SpecialistsFFS,INFECTIOUS DISEASE,Payer F,3830
33044,2019-07-31,SpecialistsFFS,INFECTIOUS DISEASE,Payer O,798
33045,2019-07-31,SpecialistsFFS,Infectious Diseases,Payer B,530
33046,2019-07-31,SpecialistsFFS,INFECTIOUS DISEASES,Payer CA,1396
33047,2019-07-31,SpecialistsFFS,INFECTIOUS DISEASES,Payer CO,525
33048,2019-07-31,SpecialistsFFS,Infectious Diseases,Payer S,791
33049,2019-07-31,SpecialistsFFS,INFECTIOUS DISEASES,Payer W,457
33050,2019-07-31,SpecialistsFFS,INFUSION PROVIDER,Payer F,10985
33051,2019-07-31,SpecialistsFFS,INFUSION PROVIDER,Payer O,2518
33052,2019-07-31,SpecialistsFFS,Internal Medicine,Payer B,1843
33053,2019-07-31,SpecialistsFFS,INTERNAL MEDICINE,Payer CA,1453
33054,2019-07-31,SpecialistsFFS,INTERNAL MEDICINE,Payer CO,215
33055,2019-07-31,SpecialistsFFS,INTERNAL MEDICINE,Payer F,1047
33056,2019-07-31,SpecialistsFFS,INTERNAL MEDICINE,Payer O,1962
33057,2019-07-31,SpecialistsFFS,Internal Medicine,Payer S,1467
33058,2019-07-31,SpecialistsFFS,INTERNAL MEDICINE,Payer W,378
33059,2019-07-31,SpecialistsFFS,INTERVENTIONAL CARDIOLOGY,Payer CA,3234
33060,2019-07-31,SpecialistsFFS,INTERVENTIONAL CARDIOLOGY,Payer F,10822
33061,2019-07-31,SpecialistsFFS,INTERVENTIONAL CARDIOLOGY,Payer O,1002
